SITE_ID,timestamp,DOY,TOD,CO2_F_MDS,G_F_MDS,H_F_MDS,LE_F_MDS,LW_IN_F,LW_OUT,NETRAD,PA_F,PPFD_IN,PPFD_OUT,P_F,RH,SW_IN_F,SW_OUT,TA_F,USTAR,VPD_F,WD,WS_F,MODIS_band_1,MODIS_band_2,MODIS_band_3,MODIS_band_4,MODIS_band_5,MODIS_band_6,MODIS_band_7,MODIS_snow,MODIS_water,NEE_VUT_REF
IE-Cra,24/03/2020 20:00,-0.546448087,0.666666667,-0.3325855,-0.162744367,-0.177000867,-0.165432478,,,-0.174331667,,-0.437493906,,,0.27095,-0.499995,,0.06175,-0.46312175,-0.474618182,-0.048055556,-0.422875,,,,,,,,,,2.221865
IE-Cra,24/03/2020 21:00,-0.546448087,0.75,-0.33171375,-0.163235235,-0.1762127,-0.165856253,,,-0.171705,,-0.437492031,,,0.291,-0.49999325,,0.0601875,-0.4602203,-0.477231818,-0.001666667,-0.41582,,,,,,,,,,1.4551725
IE-Cra,24/03/2020 22:00,-0.546448087,0.833333333,-0.33108125,-0.163709992,-0.17332815,-0.16603085,,,-0.17008,,-0.437492969,,,0.3025,-0.49999425,,0.059625,-0.4682407,-0.478618182,-0.038333333,-0.42456,,,,,,,,,,1.083272
IE-Cra,24/03/2020 23:00,-0.546448087,0.916666667,-0.325671,-0.164106078,-0.172891183,-0.166034892,,,-0.171408333,,-0.437492344,,,0.322,-0.49999375,,0.0575625,-0.46963965,-0.48115,-0.048055556,-0.42565,,,,,,,,,,2.377845
IE-Cra,25/03/2020 00:00,-0.540983607,-1,-0.3245975,-0.164496473,-0.173769033,-0.165717957,,,-0.175913333,,-0.437491875,,,0.33,-0.49999325,,0.05565625,-0.46787845,-0.482363636,-0.060555556,-0.428565,,,,,,,,,,0.8607995
IE-Cra,25/03/2020 01:00,-0.540983607,-0.916666667,-0.32539025,-0.164866945,-0.172164467,-0.166220387,,,-0.169681667,,-0.437493125,,,0.3265,-0.4999945,,0.05675,-0.4697592,-0.481786364,-0.115555556,-0.430895,,,,,,,,,,1.192588
IE-Cra,25/03/2020 02:00,-0.540983607,-0.833333333,-0.3248655,-0.16515299,-0.172759233,-0.165865155,,,-0.16991,,-0.43749625,,,0.335,-0.49999675,,0.05596875,-0.4657943,-0.482822727,-0.096111111,-0.426855,,,,,,,,,,1.477345
IE-Cra,25/03/2020 03:00,-0.540983607,-0.75,-0.32481575,-0.165374048,-0.17181015,-0.166221893,,,-0.169174833,,-0.437498281,,,0.34,-0.4999985,,0.0543125,-0.47368765,-0.483640909,-0.122777778,-0.436085,,,,,,,,,,1.24052
IE-Cra,25/03/2020 04:00,-0.540983607,-0.666666667,-0.325693,-0.16554895,-0.17216535,-0.166113093,,,-0.1692895,,-0.437495625,,,0.334,-0.49999625,,0.05365625,-0.4826063,-0.483145455,-0.106111111,-0.45665,,,,,,,,,,1.127525
IE-Cra,25/03/2020 05:00,-0.540983607,-0.583333333,-0.3261875,-0.165691065,-0.172448,-0.165909622,,,-0.169461667,,-0.437493906,,,0.3225,-0.499995,,0.05575,-0.4748745,-0.481568182,-0.006666667,-0.434985,,,,,,,,,,0.7842145
IE-Cra,25/03/2020 06:00,-0.540983607,-0.5,-0.325933,-0.165801298,-0.171968967,-0.165718598,,,-0.169336167,,-0.436823125,,,0.3155,-0.49943675,,0.0563125,-0.4772474,-0.480727273,-0.076944444,-0.454245,,,,,,,,,,1.227765
IE-Cra,25/03/2020 07:00,-0.540983607,-0.416666667,-0.3239525,-0.165881362,-0.16899813,-0.165706691,,,-0.1646655,,-0.42449375,,,0.352,-0.48917875,,0.0565,-0.4879435,-0.484513636,-0.204166667,-0.46572,,,,,,,,,,1.04629
IE-Cra,25/03/2020 08:00,-0.540983607,-0.333333333,-0.32935725,-0.16590906,-0.1477686,-0.161662833,,,-0.132186667,,-0.332484375,,,0.28305,-0.412627,,0.06521875,-0.4605726,-0.475018182,-0.031666667,-0.43766,,,,,,,,,,-1.298675
IE-Cra,25/03/2020 09:00,-0.540983607,-0.25,-0.3320005,-0.165687993,-0.128641983,-0.1545377,,,-0.1058,,-0.227328125,,,0.22535,-0.325137,,0.072625,-0.46150825,-0.465736364,0.027222222,-0.42021,,,,,,,,,,-1.421081
IE-Cra,25/03/2020 10:00,-0.540983607,-0.166666667,-0.3343935,-0.165062938,-0.1113885,-0.146785717,,,-0.071633333,,-0.1084375,,,0.15085,-0.22622,,0.08053125,-0.46400585,-0.452754545,0.073333333,-0.4168,,,,,,,,,,-2.66324
IE-Cra,25/03/2020 11:00,-0.540983607,-0.083333333,-0.33470425,-0.164092343,-0.1189945,-0.142825917,,,-0.058216667,,-0.07703125,,,0.11865,-0.20009,,0.08565625,-0.4693507,-0.445609091,-0.001666667,-0.43017,,,,,,,,,,-2.48447
IE-Cra,25/03/2020 12:00,-0.540983607,0,-0.3349,-0.163077117,-0.1114615,-0.142370567,,,-0.07975,,-0.13709375,,,0.08795,-0.250062,,0.08871875,-0.47119605,-0.439231818,0.028611111,-0.44086,0.046916842,0.237329042,0.022529157,0.045711003,0.267756631,0.169243648,0.084937874,0,0,-2.985925
IE-Cra,25/03/2020 13:00,-0.540983607,0.083333333,-0.335222,-0.16228145,-0.098680333,-0.138320933,,,-0.0394,,-0.041875,,,0.0961,-0.17084,,0.09478125,-0.4719737,-0.436695455,0.111944444,-0.438355,,,,,,,,,,-3.929115
IE-Cra,25/03/2020 14:00,-0.540983607,0.166666667,-0.33593325,-0.161362033,-0.116615833,-0.143258017,,,-0.065716667,,-0.12859375,,,0.11515,-0.24299,,0.09515625,-0.47171695,-0.439440909,0.042222222,-0.438035,,,,,,,,,,-3.44696
IE-Cra,25/03/2020 15:00,-0.540983607,0.25,-0.3367595,-0.1606595,-0.151772967,-0.155290033,,,-0.124316667,,-0.303859375,,,0.152,-0.388811,,0.09084375,-0.4769997,-0.447627273,-0.386388889,-0.45147,,,,,,,,,,-1.024042
IE-Cra,25/03/2020 16:00,-0.540983607,0.333333333,-0.33687775,-0.160484667,-0.16196571,-0.163088223,,,-0.150411667,,-0.37578125,,,0.22425,-0.44865,,0.086375,-0.4765454,-0.460377273,-0.309722222,-0.44547,,,,,,,,,,-0.2016235
IE-Cra,25/03/2020 17:00,-0.540983607,0.416666667,-0.3359915,-0.160692833,-0.16751511,-0.164813965,,,-0.160858333,,-0.40900625,,,0.2135,-0.47629325,,0.08578125,-0.48486245,-0.459086364,-0.184722222,-0.460615,,,,,,,,,,1.22369
IE-Cra,25/03/2020 18:00,-0.540983607,0.5,-0.334122,-0.160993517,-0.167126122,-0.166288838,,,-0.169577333,,-0.422053125,,,0.24375,-0.48714825,,0.08296875,-0.49384,-0.464459091,-0.011111111,-0.48452,,,,,,,,,,1.056265
IE-Cra,25/03/2020 19:00,-0.540983607,0.583333333,-0.329419,-0.16131885,-0.168446267,-0.167707018,,,-0.173556667,,-0.435110156,,,0.31505,-0.49801175,,0.07296875,-0.48996995,-0.476836364,-0.138888889,-0.481905,,,,,,,,,,1.26377
IE-Cra,25/03/2020 20:00,-0.540983607,0.666666667,-0.31924775,-0.161774717,-0.167675374,-0.167212078,,,-0.18333,,-0.437496563,,,0.3725,-0.499997,,0.0618125,-0.4877,-0.485722727,0.067222222,-0.4788,,,,,,,,,,1.157175
IE-Cra,25/03/2020 21:00,-0.540983607,0.75,-0.31499725,-0.162405117,-0.16712705,-0.165847848,,,-0.184321667,,-0.437495,,,0.4535,-0.499996,,0.04439375,-0.49128335,-0.495722727,-0.140388889,-0.487745,,,,,,,,,,1.052495
IE-Cra,25/03/2020 22:00,-0.540983607,0.833333333,-0.3160345,-0.16327632,-0.166007718,-0.166013522,,,-0.181021667,,-0.437489531,,,0.481,-0.49999125,,0.035690625,-0.494295,-0.498395455,-0.168722222,-0.49328,,,,,,,,,,0.9156515
IE-Cra,25/03/2020 23:00,-0.540983607,0.916666667,-0.31264525,-0.164206408,-0.169043463,-0.166012257,,,-0.180205,,-0.437479219,,,0.4925,-0.49998275,,0.033015625,-0.496615,-0.499390909,0.604722222,-0.478535,,,,,,,,,,0.879208
IE-Cra,26/03/2020 00:00,-0.535519126,-1,-0.30305125,-0.165083305,-0.170659428,-0.166135972,,,-0.179545,,-0.437478281,,,0.4935,-0.499982,,0.02964375,-0.49569,-0.499490909,0.569444444,-0.49335,,,,,,,,,,0.8136145
IE-Cra,26/03/2020 01:00,-0.535519126,-0.916666667,-0.29032,-0.165879112,-0.17145405,-0.166186092,,,-0.171229833,,-0.437475938,,,0.494,-0.49998,,0.026796875,-0.492875,-0.49955,0.241666667,-0.48683,,,,,,,,,,0.7776875
IE-Cra,26/03/2020 02:00,-0.535519126,-0.833333333,-0.29362025,-0.166469506,-0.170292683,-0.166025537,,,-0.166860167,,-0.437478438,,,0.494,-0.499982,,0.03345625,-0.487782,-0.499513636,0.174722222,-0.49343,,,,,,,,,,0.878082
IE-Cra,26/03/2020 03:00,-0.535519126,-0.75,-0.30810025,-0.166743971,-0.170116138,-0.165865073,,,-0.1670265,,-0.437478438,,,0.494,-0.499982,,0.045440625,-0.48703895,-0.499440909,-0.714194444,-0.49186,,,,,,,,,,1.08482
IE-Cra,26/03/2020 04:00,-0.535519126,-0.666666667,-0.31810625,-0.166828514,-0.168227445,-0.165784435,,,-0.1680235,,-0.437484844,,,0.494,-0.4999875,,0.048684375,,-0.499422727,-0.796472222,-0.47239,,,,,,,,,,1.13377
IE-Cra,26/03/2020 05:00,-0.535519126,-0.583333333,-0.317317,-0.166848328,-0.167352853,-0.165870737,,,-0.168204,,-0.437488594,,,0.494,-0.4999905,,0.0458125,-0.4797745,-0.499436364,-0.611388889,-0.45459,,,,,,,,,,0.8628245
IE-Cra,26/03/2020 06:00,-0.535519126,-0.5,-0.32671325,-0.166860956,-0.167200993,-0.165915395,,,-0.1676525,,-0.437044375,,,0.494,-0.499621,,0.043146875,-0.48173115,-0.499454545,-0.622055556,-0.45836,,,,,,,,,,0.73909025
IE-Cra,26/03/2020 07:00,-0.535519126,-0.416666667,-0.32332825,-0.166894921,-0.166140345,-0.165836788,,,-0.163688167,,-0.427128125,,,0.494,-0.4913705,,0.04373125,-0.482375,-0.499454545,-0.768416667,-0.46269,,,,,,,,,,0.69222
IE-Cra,26/03/2020 08:00,-0.535519126,-0.333333333,-0.317071,-0.166902142,-0.16287561,-0.165022632,,,-0.158326667,,-0.411104688,,,0.494,-0.478039,,0.043071875,-0.4804641,-0.499459091,-0.675611111,-0.45601,,,,,,,,,,0.544163
IE-Cra,26/03/2020 09:00,-0.535519126,-0.25,-0.32156325,-0.166825997,-0.158702,-0.163739247,,,-0.149936667,,-0.384671875,,,0.494,-0.456047,,0.042209375,-0.47466665,-0.499463636,-0.697611111,-0.443965,,,,,,,,,,0.6735445
IE-Cra,26/03/2020 10:00,-0.535519126,-0.166666667,-0.317516,-0.166652706,-0.150297433,-0.16874379,,,-0.138646667,,-0.35075,,,0.494,-0.427824,,0.0477375,-0.47052435,-0.499427273,-0.739416667,-0.438255,,,,,,,,,,-2.273335
IE-Cra,26/03/2020 11:00,-0.535519126,-0.083333333,-0.32959675,-0.166343004,-0.1041055,-0.152182683,,,-0.057583333,,-0.127078125,,,0.33765,-0.241729,,0.06015625,-0.4705253,-0.481886364,-0.731888889,-0.442165,,,,,,,,,,-2.371735
IE-Cra,26/03/2020 12:00,-0.535519126,0,-0.3330915,-0.16554772,-0.081226667,-0.144544383,,,-0.039966667,,-0.043125,,,0.2425,-0.17188,,0.07296875,-0.46865985,-0.467768182,-0.860277778,-0.44046,0.047348377,0.238645655,0.02269816,0.046027663,0.270112156,0.171649854,0.085858193,0,0,-2.262495
IE-Cra,26/03/2020 13:00,-0.535519126,0.083333333,-0.33348325,-0.164020067,-0.100865833,-0.14978345,,,-0.05095,,-0.085625,,,0.2125,-0.20724,,0.07984375,-0.4691394,-0.461413636,-0.886705556,-0.430655,,,,,,,,,,-2.28015
IE-Cra,26/03/2020 14:00,-0.535519126,0.166666667,-0.334502,-0.162643783,-0.0924725,-0.145823017,,,-0.04365,,-0.0503125,,,0.18935,-0.17786,,0.08465625,-0.4650325,-0.456131818,-0.86025,-0.429,,,,,,,,,,-2.57424
IE-Cra,26/03/2020 15:00,-0.535519126,0.25,-0.33459575,-0.1618506,-0.1235915,-0.148207117,,,-0.093333333,,-0.17875,,,0.13635,-0.28472,,0.0881875,-0.4662595,-0.446727273,-0.797777778,-0.435415,,,,,,,,,,-2.527715
IE-Cra,26/03/2020 16:00,-0.535519126,0.333333333,-0.3343515,-0.161649217,-0.135173367,-0.149783283,,,-0.111483333,,-0.229953125,,,0.11375,-0.327321,,0.09015625,-0.46652695,-0.442286364,-0.72375,-0.434035,,,,,,,,,,-1.57044
IE-Cra,26/03/2020 17:00,-0.535519126,0.416666667,-0.3348105,-0.16187215,-0.157867417,-0.160450883,,,-0.139025,,-0.30525,,,0.13975,-0.389968,,0.089375,-0.47247,-0.446577273,-0.769944444,-0.43896,,,,,,,,,,-1.55784
IE-Cra,26/03/2020 18:00,-0.535519126,0.5,-0.3335885,-0.162203167,-0.169250758,-0.162867012,,,-0.176465,,-0.396739063,,,0.24845,-0.466087,,0.0783125,-0.4845615,-0.466490909,-0.722,-0.46152,,,,,,,,,,0.347875
IE-Cra,26/03/2020 19:00,-0.535519126,0.583333333,-0.32363975,-0.1626462,-0.16792913,-0.16763234,,,-0.185218333,,-0.433128125,,,0.3295,-0.4963625,,0.0650625,-0.4918,-0.480427273,-0.780111111,-0.48093,,,,,,,,,,1.189785
IE-Cra,26/03/2020 20:00,-0.535519126,0.666666667,-0.31470825,-0.16336465,-0.170683093,-0.1675692,,,-0.183678333,,-0.437488594,,,0.395,-0.4999905,,0.052125,-0.49499,-0.489445455,0.054388889,-0.484435,,,,,,,,,,1.213885
IE-Cra,26/03/2020 21:00,-0.535519126,0.75,-0.31204275,-0.164275092,-0.16946924,-0.16753368,,,-0.185886667,,-0.43748,,,0.4455,-0.4999835,,0.045875,-0.4890088,-0.494890909,0.014555556,-0.482025,,,,,,,,,,1.205955
IE-Cra,26/03/2020 22:00,-0.535519126,0.833333333,-0.322638,-0.16512213,-0.172821058,-0.16591303,,,-0.185158333,,-0.437478125,,,0.4775,-0.49998175,,0.04030625,-0.4904604,-0.498036364,0.253055556,-0.491375,,,,,,,,,,1.128555
IE-Cra,26/03/2020 23:00,-0.535519126,0.916666667,-0.3253645,-0.165875328,-0.166879012,-0.165969977,,,-0.18522,,-0.437481719,,,0.493,-0.49998475,,0.037353125,-0.49795,-0.499409091,-0.919255556,-0.476655,,,,,,,,,,1.112685
IE-Cra,27/03/2020 00:00,-0.530054645,-1,-0.31436075,-0.166649512,-0.169768987,-0.166749452,,,-0.187181667,,-0.437478125,,,0.486,-0.49998175,,0.030165625,-0.492925,-0.498913636,-0.869083333,-0.46692,,,,,,,,,,0.9890485
IE-Cra,27/03/2020 01:00,-0.530054645,-0.916666667,-0.3127525,-0.16737743,-0.171808792,-0.166233187,,,-0.18863,,-0.437477969,,,0.4865,-0.49998175,,0.025159375,-0.4857556,-0.498995455,-0.943294444,-0.46156,,,,,,,,,,0.759613
IE-Cra,27/03/2020 02:00,-0.530054645,-0.833333333,-0.30788,-0.167930243,-0.17183305,-0.166377112,,,-0.1893,,-0.437481719,,,0.485,-0.49998475,,0.017403125,-0.49167,-0.498981818,-0.984463889,-0.463125,,,,,,,,,,0.702571
IE-Cra,27/03/2020 03:00,-0.530054645,-0.75,-0.30859175,-0.168418087,-0.168828898,-0.166365399,,,-0.187588333,,-0.437484063,,,0.488,-0.49998675,,0.0130625,-0.49523,-0.499222727,-0.123083333,-0.490135,,,,,,,,,,0.724616
IE-Cra,27/03/2020 04:00,-0.530054645,-0.666666667,-0.30207475,-0.168928063,-0.172327467,-0.166507944,,,-0.184635,,-0.437489062,,,0.493,-0.49999075,,0.00106875,,-0.499609091,0.644166667,-0.49746,,,,,,,,,,0.535861
IE-Cra,27/03/2020 05:00,-0.530054645,-0.583333333,-0.31787625,-0.16950524,-0.170712167,-0.166521961,,,-0.174628333,,-0.437489219,,,0.494,-0.499991,,0.001384375,-0.49413,-0.499659091,-0.079144444,-0.480945,,,,,,,,,,0.535861
IE-Cra,27/03/2020 06:00,-0.530054645,-0.5,-0.3001735,-0.170050987,-0.164030732,-0.16691447,,,-0.1679705,,-0.43660375,,,0.494,-0.49925425,,0.009778125,-0.48797935,-0.499627273,0.724444444,-0.4956,,,,,,,,,,0.6960165
IE-Cra,27/03/2020 07:00,-0.530054645,-0.416666667,-0.29977,-0.170238933,-0.1689499,-0.166256287,,,-0.160321667,,-0.4226875,,,0.494,-0.487676,,0.01768125,-0.49569,-0.499590909,0.569166667,-0.4951,,,,,,,,,,0.691238
IE-Cra,27/03/2020 08:00,-0.530054645,-0.333333333,-0.30860125,-0.17001523,-0.159766567,-0.164035295,,,-0.14892,,-0.390796875,,,0.494,-0.461143,,0.02719375,-0.49174,-0.499540909,0.465833333,-0.49511,,,,,,,,,,-0.0303788
IE-Cra,27/03/2020 09:00,-0.530054645,-0.25,-0.3212425,-0.169501678,-0.140251417,-0.158921283,,,-0.115716667,,-0.26996875,,,0.4415,-0.360614,,0.040153125,-0.48034725,-0.494604545,0.10425,-0.4772,,,,,,,,,,-2.049325
IE-Cra,27/03/2020 10:00,-0.530054645,-0.166666667,-0.32950825,-0.168666237,-0.13972285,-0.160769233,,,-0.111133333,,-0.2750625,,,0.3385,-0.364852,,0.05621875,-0.4677709,-0.483131818,-0.773666667,-0.43918,,,,,,,,,,-2.919205
IE-Cra,27/03/2020 11:00,-0.530054645,-0.083333333,-0.331042,-0.167516802,-0.140462733,-0.161690383,,,-0.115066667,,-0.29815625,,,0.32,-0.384066,,0.06225,-0.4649508,-0.479940909,-0.749333333,-0.429285,,,,,,,,,,-2.21072
IE-Cra,27/03/2020 12:00,-0.530054645,0,-0.3327245,-0.16650043,-0.132431017,-0.159973433,,,-0.104083333,,-0.2666875,,,0.29975,-0.357884,,0.06534375,-0.4645293,-0.476945455,-0.8235,-0.42529,0.047371558,0.238714266,0.022719263,0.046015698,0.270291551,0.17140807,0.086062306,0,0,-0.822332
IE-Cra,27/03/2020 13:00,-0.530054645,0.083333333,-0.33468475,-0.165660407,-0.117401667,-0.155051867,,,-0.08,,-0.20034375,,,0.2525,-0.302686,,0.07115625,-0.4651456,-0.46965,-0.758972222,-0.424755,,,,,,,,,,-2.082585
IE-Cra,27/03/2020 14:00,-0.530054645,0.166666667,-0.336833,-0.164799908,-0.118524667,-0.15351405,,,-0.06955,,-0.1396875,,,0.17965,-0.25222,,0.07946875,-0.46742025,-0.457059091,-0.802166667,-0.431035,,,,,,,,,,-2.653115
IE-Cra,27/03/2020 15:00,-0.530054645,0.25,-0.3366925,-0.163863158,-0.138207267,-0.153807883,,,-0.104433333,,-0.25375,,,0.1631,-0.34712,,0.085,-0.4654634,-0.452281818,-0.795833333,-0.42686,,,,,,,,,,-3.28817
IE-Cra,27/03/2020 16:00,-0.530054645,0.333333333,-0.3354855,-0.16317765,-0.141635983,-0.149791567,,,-0.121366667,,-0.293421875,,,0.0913,-0.380127,,0.08621875,-0.4628828,-0.441304545,-0.828444444,-0.426295,,,,,,,,,,-1.278154
IE-Cra,27/03/2020 17:00,-0.530054645,0.416666667,-0.33486875,-0.162993083,-0.149730233,-0.155160867,,,-0.133955,,-0.29265625,,,0.10025,-0.37949,,0.08528125,-0.4605432,-0.443177273,-0.830138889,-0.4137,,,,,,,,,,-0.733554
IE-Cra,27/03/2020 18:00,-0.530054645,0.5,-0.33462625,-0.16321695,-0.170801498,-0.163109553,,,-0.161518333,,-0.372078125,,,0.1669,-0.445569,,0.078375,-0.4690051,-0.455909091,-0.862861111,-0.4242,,,,,,,,,,-0.3549635
IE-Cra,27/03/2020 19:00,-0.530054645,0.583333333,-0.33375825,-0.16365488,-0.1744527,-0.16577474,,,-0.17264,,-0.432742969,,,0.2375,-0.496042,,0.0701875,-0.4712339,-0.468181818,-0.807972222,-0.438975,,,,,,,,,,0.949247
IE-Cra,27/03/2020 20:00,-0.530054645,0.666666667,-0.32986725,-0.164141437,-0.1730776,-0.166232443,,,-0.181326667,,-0.437489062,,,0.316,-0.49999075,,0.05990625,-0.4848904,-0.480013636,-0.810638889,-0.45327,,,,,,,,,,1.206725
IE-Cra,27/03/2020 21:00,-0.530054645,0.75,-0.33076075,-0.164631768,-0.17435545,-0.165564147,,,-0.173043333,,-0.437488281,,,0.29105,-0.49999025,,0.0590625,-0.47310625,-0.477513636,-0.851444444,-0.44963,,,,,,,,,,0.925069
IE-Cra,27/03/2020 22:00,-0.530054645,0.833333333,-0.3265375,-0.165064905,-0.17370825,-0.166005742,,,-0.17835,,-0.437488906,,,0.3255,-0.49999075,,0.05546875,-0.4799209,-0.481927273,-0.825472222,-0.45043,,,,,,,,,,0.880548
IE-Cra,27/03/2020 23:00,-0.530054645,0.916666667,-0.32146325,-0.165379933,-0.175814617,-0.166638863,,,-0.187455,,-0.437486094,,,0.3775,-0.4999885,,0.0491,-0.4849446,-0.488086364,-0.832833333,-0.45683,,,,,,,,,,1.247445
IE-Cra,28/03/2020 00:00,-0.524590164,-1,-0.31764975,-0.165766135,-0.172598117,-0.165913412,,,-0.182698333,,-0.437484375,,,0.4165,-0.499987,,0.042003125,-0.4818623,-0.492527273,-0.921916667,-0.46306,,,,,,,,,,1.225065
IE-Cra,28/03/2020 01:00,-0.524590164,-0.916666667,-0.31674575,-0.166311063,-0.1733634,-0.167566478,,,-0.180163333,,-0.437479688,,,0.443,-0.49998325,,0.040884375,-0.48434305,-0.494963636,-0.906027778,-0.461635,,,,,,,,,,1.22627
IE-Cra,28/03/2020 02:00,-0.524590164,-0.833333333,-0.31597525,-0.166724543,-0.175877517,-0.166644593,,,-0.177393333,,-0.437478906,,,0.4385,-0.4999825,,0.04093125,-0.4687496,-0.494563636,-0.777638889,-0.44221,,,,,,,,,,1.22858
IE-Cra,28/03/2020 03:00,-0.524590164,-0.75,-0.31716125,-0.167006273,-0.174086067,-0.16636808,,,-0.178098333,,-0.437477188,,,0.4405,-0.499981,,0.040984375,-0.47449345,-0.494740909,-0.774305556,-0.437685,,,,,,,,,,1.362085
IE-Cra,28/03/2020 04:00,-0.524590164,-0.666666667,-0.31803575,-0.167206352,-0.172300067,-0.165648424,,,-0.173423333,,-0.437477031,,,0.431,-0.499981,,0.04194375,-0.4712697,-0.493822727,-0.815527778,-0.43831,,,,,,,,,,0.8382445
IE-Cra,28/03/2020 05:00,-0.524590164,-0.583333333,-0.3203055,-0.167345207,-0.174963,-0.166025362,,,-0.1745,,-0.437476094,,,0.398,-0.49998,,0.04310625,-0.4679046,-0.490777273,-0.782527778,-0.429225,,,,,,,,,,1.50891
IE-Cra,28/03/2020 06:00,-0.524590164,-0.5,-0.31822825,-0.167413693,-0.175761283,-0.165903947,,,-0.17947,,-0.435541406,,,0.407,-0.4983705,,0.0400375,-0.47534305,-0.491868182,-0.877888889,-0.443415,,,,,,,,,,0.533243
IE-Cra,28/03/2020 07:00,-0.524590164,-0.416666667,-0.3221815,-0.16755248,-0.1714393,-0.16501425,,,-0.167068333,,-0.405964063,,,0.3375,-0.473762,,0.04165625,-0.4644712,-0.485459091,-0.872916667,-0.42958,,,,,,,,,,0.520619
IE-Cra,28/03/2020 08:00,-0.524590164,-0.333333333,-0.32594025,-0.16771247,-0.149800567,-0.163468837,,,-0.147753333,,-0.31775,,,0.28455,-0.400368,,0.04693125,-0.4511474,-0.47955,-0.885555556,-0.41346,,,,,,,,,,-1.530895
IE-Cra,28/03/2020 09:00,-0.524590164,-0.25,-0.3300885,-0.167666447,-0.123833833,-0.150494283,,,-0.101433333,,-0.19315625,,,0.11795,-0.296706,,0.056,-0.44685985,-0.460209091,-0.787416667,-0.37685,,,,,,,,,,-0.911744
IE-Cra,28/03/2020 10:00,-0.524590164,-0.166666667,-0.330275,-0.167171057,-0.09308,-0.143443533,,,-0.061166667,,-0.09328125,,,0.1143,-0.21361,,0.06103125,-0.4437331,-0.457595455,-0.823222222,-0.3825,,,,,,,,,,-2.75515
IE-Cra,28/03/2020 11:00,-0.524590164,-0.083333333,-0.33062775,-0.166156478,-0.098708667,-0.142745833,,,-0.063383333,,-0.1215625,,,0.10335,-0.23714,,0.0624375,-0.4406288,-0.455745455,-0.783,-0.3699,,,,,,,,,,-2.54934
IE-Cra,28/03/2020 12:00,-0.524590164,0,-0.33071975,-0.165010587,-0.107608167,-0.143603217,,,-0.053533333,,-0.1025,,,0.04225,-0.22128,,0.0635625,-0.4431598,-0.448240909,-0.810722222,-0.3796,0.048022785,0.237950323,0.022942135,0.046093968,0.271126946,0.174463384,0.087424201,0,0,-2.50185
IE-Cra,28/03/2020 13:00,-0.524590164,0.083333333,-0.330347,-0.164203757,-0.110933,-0.138463733,,,-0.0379,,-0.075,,,0.03465,-0.1984,,0.070375,-0.4413518,-0.44345,-0.719388889,-0.36165,,,,,,,,,,-2.61376
IE-Cra,28/03/2020 14:00,-0.524590164,0.166666667,-0.3305425,-0.163461323,-0.1213215,-0.146041033,,,-0.08005,,-0.18528125,,,0.05565,-0.290154,,0.06828125,-0.4479305,-0.447218182,-0.706861111,-0.3764,,,,,,,,,,-1.389745
IE-Cra,28/03/2020 15:00,-0.524590164,0.25,-0.330354,-0.163229233,-0.135500933,-0.148809183,,,-0.105466667,,-0.24878125,,,0.08435,-0.342986,,0.0655625,-0.4552226,-0.452027273,-0.677833333,-0.38775,,,,,,,,,,-1.108092
IE-Cra,28/03/2020 16:00,-0.524590164,0.333333333,-0.329872,-0.163383953,-0.158032467,-0.159099833,,,-0.129958333,,-0.318796875,,,0.07595,-0.401239,,0.06328125,-0.45587665,-0.452272727,-0.688472222,-0.3902,,,,,,,,,,-0.7451735
IE-Cra,28/03/2020 17:00,-0.524590164,0.416666667,-0.3295655,-0.163782797,-0.16760913,-0.159164067,,,-0.156088333,,-0.390796875,,,0.11865,-0.461143,,0.0585625,-0.45331375,-0.459163636,-0.719083333,-0.39835,,,,,,,,,,-0.3456785
IE-Cra,28/03/2020 18:00,-0.524590164,0.5,-0.32935825,-0.164458413,-0.171841187,-0.162423067,,,-0.166105,,-0.412935938,,,0.14855,-0.47956275,,0.052875,-0.4635494,-0.4646,-0.686583333,-0.40605,,,,,,,,,,0.140464
IE-Cra,28/03/2020 19:00,-0.524590164,0.583333333,-0.32773425,-0.165220482,-0.176149583,-0.164278015,,,-0.176983333,,-0.43301125,,,0.1267,-0.49626525,,0.04771875,-0.47477865,-0.464518182,-0.769138889,-0.43513,,,,,,,,,,1.652275
IE-Cra,28/03/2020 20:00,-0.524590164,0.666666667,-0.32734725,-0.165951505,-0.1766281,-0.16317328,,,-0.174918333,,-0.4374775,,,0.12435,-0.49998125,,0.044946875,-0.4559687,-0.465322727,-0.83225,-0.436285,,,,,,,,,,1.22792
IE-Cra,28/03/2020 21:00,-0.524590164,0.75,-0.32862925,-0.166610047,-0.1770016,-0.162870817,,,-0.175588333,,-0.437479375,,,0.15735,-0.499983,,0.04335625,-0.45520985,-0.468904545,-0.721055556,-0.40155,,,,,,,,,,0.955008
IE-Cra,28/03/2020 22:00,-0.524590164,0.833333333,-0.32910775,-0.167164887,-0.174745467,-0.16259736,,,-0.174336667,,-0.437477344,,,0.1597,-0.49998125,,0.040525,-0.4504191,-0.470086364,-0.704527778,-0.38105,,,,,,,,,,1.0988335
IE-Cra,28/03/2020 23:00,-0.524590164,0.916666667,-0.328529,-0.167591417,-0.176361433,-0.163785703,,,-0.176865,,-0.437480156,,,0.15785,-0.4999835,,0.036640625,-0.45973515,-0.471168182,-0.694916667,-0.4001,,,,,,,,,,0.789175
